company_name,esg,esg_e,esg_s,esg_g,per,pbr,dividend_yield,company_code,male_contract_employee_count,female_contract_employee_count,total_salary_male,total_salary_female,male_regular_employee_count,female_regular_employee_count,total_male_employees,total_female_employees,average_male_salary,average_female_salary,operating_profit_before_tax,net_profit_margin,comprehensive_income_margin,gross_profit_margin,cost_of_goods_sold,roe,sg_andaexpense_ratio,operating_income_on_total_assets,pre_tax_income_on_total_assets,operating_income_on_equity,pre_tax_income_on_equity,operating_income_on_paid_in_capital,pre_tax_income_on_paid_in_capital,roi,operating_expense_ratio,equity_ratio,debt_ratio,liquidity_ratio,quick_ratio,current_liabilities_ratio,non_current_liabilities_ratio,interest_coverage_ratio,net_interest_coverage_ratio,non_current_asset_ratio,financial_cost_burden_ratio,capital_retention_ratio,retention_amount_to_equity_ratio,financial_leverage,non_current_asset_suitability_ratio,non_current_asset_composition_ratio,tangible_asset_composition_ratio,current_asset_composition_ratio,inventory_composition_ratio,current_to_non_current_asset_ratio,inventory_to_current_asset_ratio,receivables_to_payables_ratio,payables_to_inventory_ratio,sales_growth_rate_yoy,gross_profit_growth_rate_yoy,operating_profit_growth_rate_yoy,pre_tax_profit_growth_rate_yoy,net_profit_growth_rate_yoy,comprehensive_income_growth_rate_yoy,total_asset_growth_rate_yoy,non_current_asset_growth_rate_yoy,tangible_asset_growth_rate_yoy,total_liabilities_growth_rate_yoy,total_borrowings_growth_rate_yoy,equity_growth_rate_yoy,current_asset_growth_rate_yoy,receivables_growth_rate_yoy,inventory_growth_rate_yoy,current_liabilities_growth_rate_yoy,payables_growth_rate_yoy,non_current_liabilities_growth_rate_yoy,total_asset_turnover,receivables_turnover,inventory_turnover,cost_of_goods_sold_to_inventory,payables_turnover,non_current_asset_turnover,tangible_asset_turnover,debt_to_equity_turnover,equity_turnover,capital_turnover,dividend_payout_ratio,female_executives,male_executives,status,message,corp_name_eng,stock_name,stock_code,ceo_name,corp_cls,jurir_no,bizr_no,address,home_url,ir_url,phone_number,fax_number,industry_code,establishment_date,accounting_month
230360,C,D,C,B,,,,1029394,0,0,3446205000,9254958000,69,222,69,222,49945000,41689000,,13.939,,71.797,28.203,20.795,56.077,16.747,,23.452,,1671.964,,1482.539,56.077,73.589,35.89,302.356,,33.26,2.63,,,35.327,0.323,6178.181,,135.89,34.422,25.997,6.621,74.003,17.493,284.662,23.638,,,-0.646,-1.072,-2.639,,8.166,,12.476,13.358,-2.493,-4.299,,20.027,12.17,,43.814,4.385,,-53.359,106.531,,678.587,191.38,,411.289,1500.528,372.615,149.182,,19.089,5,7,0,정상,"ECHOMARKETING Co.,Ltd.",에코마케팅,230360,"김철웅, 안보근(각자대표)",K,1.10111E+12,2208660192,"서울특별시 송파구 올림픽로35다길 42 한국루터회관 9,10,15층",www.echomarketing.co.kr,,02-2182-1100,02-582-4377,71310,20030324,12
86520,C,B+,A,D,,,,536541,6,1,14214000000,3744000000,132,47,138,48,103000000,78000000,1.863,1.863,1.933,6.944,93.056,4.503,2.837,4.622,2.097,9.926,4.503,2298.708,1042.831,1042.831,2.837,46.131,116.772,144.958,,78.7,38.073,,,102.691,5.182,9510.289,,216.772,74.374,47.373,35.818,52.627,21.14,111.093,40.168,,,28.733,-36.594,-51.376,-38.679,-38.679,-31.433,41.363,63.974,66.112,44.152,,38.241,25.754,,25.754,31.734,,79.037,112.537,,506.312,471.156,,251.952,334.862,210.598,241.688,,31.472,1,14,0,정상,"ECOPRO CO.,LTD",에코프로,86520,송호준,K,1.10111E+12,2148626675,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로,www.ecopro.co.kr,,043-240-7700,432187771,64992,19981022,12
247540,B,B+,A,C,,,,1160363,33,20,87465000000,5544000000,1276,79,1309,99,66818182,56000000,,0.792,1,4.252,95.748,3.542,1.991,4.034,,10.107,,318.813,,111.739,1.991,36.668,172.714,114.648,,133.257,39.457,,,119.938,3.487,,,272.714,86.004,43.979,41.823,56.021,25.421,127.379,45.378,,,28.805,-43.159,-59.012,,-79.943,-74.163,29.27,74.41,81.779,46.472,,7.471,7.44,,29.473,37.691,,86.675,178.411,,702.311,672.452,,457.29,488.084,296.918,447.004,,80.359,1,27,0,정상,"ECOPRO BM CO.,LTD.",에코프로비엠,247540,"각자 대표이사 주재환, 최문호",K,1.50111E+12,6388600376,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329,www.ecoprobm.co.kr,,043-240-7700,043-218-7771,28202,20160502,12
383310,B,C,B,B+,,,,1566248,6,0,23062000000,3006000000,280,48,286,48,80636364,62625000,,14.653,13.838,33.007,66.993,34.047,14.758,20.386,,42.405,,,,,14.758,48.965,104.228,187.801,,70.783,33.445,,,71.296,0.851,,,204.228,53.428,34.91,29.248,65.09,6.78,186.45,10.417,,,4.907,8.853,0.87,,3.657,-2.039,22.665,35.576,41.235,18.077,,27.841,16.703,,-2.424,-11.734,,314.016,111.708,,1476.994,989.477,,334.284,405.897,215.13,232.364,,,0,14,0,정상,"ECOPRO HN CO., LTD",에코프로에이치엔,383310,김종섭,K,1.50111E+12,2838702389,충청북도 청주시 청원구 오창읍 과학산업2로 587-40,www.ecoprohn.co.kr,,043-240-7700,043-218-7771,204,20210503,12
36810,C,B+,B+,D,,,,223434,8,5,27104000000,11132000000,476,248,484,253,56000000,44000000,-9.098,-9.161,-6.434,33.547,66.453,-7.457,39.003,-2.684,-4.474,-4.442,-7.405,-99.118,-165.261,-166.416,39.003,58.648,70.508,104.673,,41.899,28.609,,,126.651,2.363,2158.976,,170.508,98.478,74.279,49.852,25.721,9.596,34.628,37.307,,,-10.024,-15.222,-270.233,-143.944,-144.328,-130.957,3.565,3.78,6.681,13.459,,-2.433,2.952,,-0.903,11.535,,16.399,49.181,,501.423,333.213,,66.279,100.09,124.256,81.399,1816.524,-10.825,1,8,0,정상,FINE SEMITECH Corp.,에프에스티,36810,장경빈,K,1.10111E+12,1248123841,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,www.fstc.co.kr,,031-371-0900,031-370-0805,2629,19870929,12
36570,A,B+,A,A,25.82,1.14,1.71,261443,130,284,788716000000,289333000000,6352,3280,6482,3564,121677877,81182099,,12.019,10.732,,,6.631,,3.109,,4.256,,1250.646,,1948.748,,74.037,35.068,380.414,82.79,18.884,16.184,937.6,954.411,63.232,-1.621,,,135.068,54.424,46.815,22.771,53.185,0.017,113.606,0.032,,,-30.794,,-75.442,,-50.936,14.639,-0.988,17.773,7.558,-7.934,,1.703,-13.164,-22.514,-50.472,19.198,,-27.255,40.307,,,,,93.589,184.37,149.575,55.175,,-63.415,2,5,0,정상,NCsoft Corporation,엔씨소프트,36570,"김택진, 박병무 (공동대표이사)",Y,1.10111E+12,2208143000,서울특별시 강남구 테헤란로 509(삼성동),www.ncsoft.net,,02-2186-3300,02-6201-7802,582,19970311,12
806955,,,,A,,,,673523,21,79,26076000000,8964000000,225,87,246,166,106000000,54000000,,,,,,6.938,,1.192,,8.697,,25.924,,20.682,,13.554,637.796,,,,,,,,,204.792,,737.796,,,0.073,,,,,,,,,-13.887,,-17.141,-22.997,6.615,,2.061,6.998,,4.234,,,,,,,,,,,,,,,,,,2,10,0,정상,"NH Capital Co.,Ltd",엔에이치농협캐피탈,,서옥원,E,1.10111E+12,1048606955,서울특별시 영등포구 국제금융로8길 27-8 NH농협캐피탈빌딩,www.nhcapital.co.kr,,02-1644-3700,02-3709-3690,64913,20070309,12
181710,A,B+,A+,A,,,,983271,12,39,136352160000,86000238000,1491,1155,1503,1194,90720000,72027000,-1.018,-1.018,-1.035,,97.55,-1.16,,1.717,-0.713,2.792,-1.16,296.383,-123.11,-123.11,,57.681,73.369,173.046,,44.649,28.719,,,96.105,3.426,9341.867,,173.369,74.662,55.434,20.476,44.566,1.942,80.396,4.357,,,7.317,,42.365,-27.265,-27.265,-69.399,14.032,14.058,46.18,41.357,,-0.132,13.999,,43.73,18.934,,99.97,70.105,,3995.986,3898.097,,126.481,381.596,182.105,113.988,,,1,5,0,정상,NHN Corporation,엔에이치엔,181710,정우진,Y,1.31111E+12,1448115549,경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄,www.nhn.com,,1544-6859,031-8038-3000,5821,20130801,12
85310,C,D,C,C,1.15,0.39,,863348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,NK Co.Ltd,엔케이,,송무현,E,1.61511E+12,3128619615,충청남도 천안시 동남구 영성동 145-2,,,041-561-1046,,46721,20100816,12
182400,D,D,D,D,,,,1212383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"NKMAX Co.,Ltd.",엔케이맥스,262760,조용환,E,1.31111E+12,1418146932,"경기도 성남시 분당구 돌마로 172 (정자동, 분당서울대학교",www.nkmax.com,,031-603-9219,031-603-0040,21212,20160106,12
348370,C,C,C,C,,,,1011526,68,0,43532830000,4837280000,678,112,746,112,58355000,43190000,,-11.795,-12.136,11.789,88.211,-17.279,11.071,0.395,,1.051,,37.719,,-620.04,11.071,33.196,201.239,51.904,,187.599,13.641,,,203.868,19.524,2939.137,,301.239,179.397,67.677,37.006,32.323,9.201,47.762,28.464,,,-16.693,-1.526,-80.165,,-329.729,-384.75,26.85,72.772,63.948,48.994,,-2.355,-18.503,,-37.777,114.116,,-71.253,55.042,,410.361,361.985,,92.126,165.221,88.171,146.494,5256.759,,1,6,0,정상,"Enchem Co., Ltd.",엔켐,348370,오정강,K,1.51211E+12,3048125799,충청북도 제천시 바이오밸리로 107,www.enchem.net,,043)653-0910,043)653-0914,20119,20120216,12
4250,D,C,C,D,,,,563165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,npc,엔피씨,,김영남,E,1.60111E+12,3148147524,대전광역시 유성구 장동 23-14 중소기업지원센타 404,,,063-263-3889,063-261-4235,70113,20020115,12
290650,C,D,D,B+,,,,1181515,0,1,382065000,161149000,83,39,83,40,4603193,4028725,,70.469,66.984,50.486,49.514,36.672,39.236,3.354,,5.855,,68.034,,426.147,39.236,59.816,67.179,128.004,,64.925,2.254,,,84.073,12.502,1119.273,,167.179,82.219,50.289,28.469,49.711,17.652,98.851,35.509,,,30.999,28.816,-18.303,,752.628,562.306,31.295,-2.635,40.494,14.657,,45.477,102.784,,35.332,443.485,,-95.167,29.817,,171.122,84.729,,51.527,107.783,69.82,52.041,604.732,2.297,1,9,0,정상,"L&C BIO Co., Ltd",엘앤씨바이오,290650,이환철,K,1.31111E+12,1298664008,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티)",www.lncbio.co.kr,,031-776-2975,02-541-8578,212,20110802,12
66970,C,B,B,C,,3.11,,398701,0,0,126426808000,12470736000,1636,146,1636,146,77278000,85416000,,-4.197,-4.284,-3.007,103.007,-16.275,1.78,-6.974,,-18.561,,-1230.433,,-1078.912,1.78,33.12,201.935,112.714,,157.418,44.517,,,124.503,2.279,5858.468,,301.935,86.151,41.235,33.412,58.765,34.713,142.513,59.07,,,19.468,-139.737,-183.469,,-171.924,-173.087,10.831,91.572,57.808,28.923,,-13.642,-14.465,,-5.237,35.71,,9.549,145.688,,388.457,400.137,,441.591,507.726,233.368,387.764,,8.764,0,27,0,정상,"L&F CO.,LTD",엘앤에프,66970,최수안,Y,1.76011E+12,5138119101,대구광역시 달서구 이곡동로 11,www.landf.co.kr/,,053-592-7300,053-592-7301,28202,20000727,12
10120,A,A,A+,A,,,,105855,80,43,251972000000,27936000000,2716,357,2796,400,90118741,69840000,4.916,4.909,4.67,18.282,81.718,12.689,10.603,9.209,5.895,19.85,12.707,216.585,138.651,138.448,10.603,46.185,116.52,179.833,,84.028,32.492,,,65.41,1.101,1056.219,,216.52,49.369,30.21,18.274,69.79,14.144,231.018,20.267,,,25.271,29.585,73.246,126.117,127.686,89.915,12.342,14.889,10.339,13.269,,11.279,11.273,,14.693,4.206,,46.143,119.917,,856.085,699.572,,401.136,650.659,223.695,258.482,2820.322,15.647,2,31,0,정상,"LS ELECTRIC CO., LTD",엘에스일렉트릭,10120,"구자균, 김동현",Y,1.10111E+12,1168119273,경기도 안양시 동안구  엘에스로 127 LS타워,www.ls-electric.com,,02-2034-4224,02-2034-4260,28121,19740724,12
97520,C,C,C,B,9.43,0.96,3.21,564562,0,0,19606287561,2425374428,357,68,357,68,54919573,35667271,,2.995,2.76,8.332,91.668,8.827,6.378,3.392,,5.761,,202.743,,310.648,6.378,60.41,65.537,125.264,,64.772,0.764,,,84.4,0.43,,,165.537,83.76,50.986,40.54,49.014,17.981,96.132,36.685,,,-15.889,4.153,70.285,,21.548,0.135,-0.592,-6.232,-7.311,-7.718,,4.706,6.042,,3.217,5.886,,-92.238,173.553,,983.428,901.484,,330.427,413.089,422.029,294.775,,31.666,1,29,0,정상,"MCNEX CO.,LTD",엠씨넥스,97520,민동욱,Y,1.10111E+12,1198177345,"인천광역시 연수구 송도과학로16번길 13-39 엠씨넥스 타워 송도동, 엠씨넥스타워",www.mcnex.co.kr,,02-2025-3600,02-2025-3606,26519,20041222,12
14440,D,C,C,D,6.01,0.4,1.45,140779,0,0,16252588000,431768000,229,8,229,8,70972000,53971000,6.733,6.603,7.092,25.252,74.748,3.699,17.554,3.867,3.382,4.313,3.772,69.505,60.788,59.608,17.554,91.526,9.259,522.187,,9.231,0.027,,,61.055,0.106,1500.998,,109.259,61.038,55.881,47.192,44.119,5.63,78.952,12.761,,,8.784,12.518,39.752,-14.149,-10.891,23.745,-0.783,-4.511,-3.51,-31.079,,3.426,4.377,,-13.724,-30.113,,-87.784,50.227,,829.647,620.14,,88.155,104.942,485.571,56.022,902.79,16.357,0,11,0,정상,"YOUNGBO CHEMICAL CO.,LTD",영보화학,14440,김태훈,Y,1.60111E+12,3148101120,충청북도 청주시 흥덕구 강내면 서부로 230-23,www.youngbo.com,,043-249-2000,0333)659-8810,2225,19791211,12
111770,B+,B+,B+,B+,3.62,0.51,3.42,776820,17,30,7482000000,15450000000,70,176,87,206,86000000,75000000,,14.79,15.003,32.043,67.957,15.907,14.366,12.989,,19.013,,2875.763,,2406.017,14.366,67.734,47.636,297.958,,31.307,16.329,,,54.354,0.862,,,147.636,46.724,36.816,15.301,63.184,25.092,171.62,39.713,,,-7.839,-12.279,-22.585,,-28.269,-25.302,17.359,15.248,13.695,22.142,,15.209,18.625,,35.091,36.539,,1.601,73.478,,311.654,211.79,,197.914,473.19,231.907,107.557,,12.59,10,17,0,정상,Youngone Corporation,영원무역,111770,성기학,Y,1.10111E+12,1048621617,서울특별시 중구  만리재로 159,-,,390-6114,02-390-6604,46800,20090702,12
9970,B+,B+,B+,B+,3.1,0.38,5.04,140964,6,2,1691000000,1584000000,13,20,19,22,89000000,72000000,,16.502,16.62,42.679,57.321,16.78,22.645,14.703,,20.372,,,,,22.645,71.793,39.29,344.078,141.124,26.653,12.637,,,47.584,0.562,,,139.29,42.245,34.162,17.034,65.838,23.563,192.724,35.789,,,-3.935,-0.799,-12.933,,-19.975,-19.395,16.195,14.655,9.903,19.679,,14.881,17.01,-10.584,34.158,30.146,,2.323,73.389,,332.02,190.318,,213.501,419.715,263.729,101.686,,18.174,3,8,0,정상,"Youngone Holdings Co., Ltd",영원무역홀딩스,9970,성래은,Y,1.10111E+12,1108123629,서울특별시 중구 만리재로 159 (주)영원무역,-,,02-390-6000,3906604,64992,19740620,12
3520,B+,B+,A,B+,1270,4.95,,141149,52,56,60032000000,19008000000,844,296,896,352,67000000,54000000,,-1.65,-2.414,30.702,69.298,-4.318,29.375,1.451,,3.473,,3.409,,-4.238,29.375,39.555,152.811,168.628,,83.737,69.075,,,111.608,1.224,,,252.811,66.011,44.147,37,55.853,27.355,126.517,48.976,,,7.565,11.41,-142.338,,-82.353,-62.232,11.581,-0.844,-1.32,20.983,,-0.265,23.846,,27.904,51.224,,-2.623,109.337,,425.356,294.761,,233.821,278.31,187.786,261.726,256.875,,2,11,0,정상,"YUNGJIN PHARM. CO., LTD",영진약품,3520,이기수,Y,1.10111E+12,2188100352,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,www.yungjin.co.kr,,02-2041-8200,02-2041-8201,212,19620716,12
670,B+,B+,B+,B,,0.14,3.28,520799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"YOUNG POONG CO.,LTD",영풍,,김시원,E,1.31311E+12,1258123053,경기도 평택시 서탄면 수월암리 472-1,www.ypcoltd.co.kr,,031-662-2800,031-663-2400,24221,19961113,12
36560,B,C,B,B+,,,,141389,1,0,17479000000,1004000000,226,18,227,18,77000000,55777778,,21.063,1.584,26.198,73.802,8.631,11.194,5.147,,6.148,,264.254,,370.976,11.194,84.886,17.805,370.666,,7.542,10.262,,,89.847,0.156,2469.468,,117.805,81.485,76.268,10.837,23.732,7.321,31.116,30.847,,,55.73,42.615,73.853,,88.363,-91.619,-3.847,-9.706,-1.793,-16.403,,-1.205,21.489,,2.639,-16.688,,-16.192,34.309,,484.251,357.389,,43.544,320.006,210.858,40.976,1761.297,,0,26,0,정상,YOUNG POONG PRECISION CORPORATION,영풍정밀,36560,"최창규, 이한성(각자대표)",K,1.10111E+12,2118115683,서울특별시 강남구 강남대로 542,www.yppc.co.kr,,02-519-3523,02-542-1485,29120,19830120,12
6740,D,C,D,D,,0.57,2.7,141404,4,3,5376000000,468000000,80,10,84,13,64000000,36000000,,-6.847,-6.814,12.067,87.933,-4.404,15.691,-1.483,,-2.331,,-16.837,,-31.809,15.691,60.136,66.288,281.471,,18.175,48.113,,,115.131,2.899,405.73,,166.288,77.731,69.236,21.373,30.764,4.618,44.435,15.011,,,-21.699,-41.726,-138.345,,-171.394,-170.269,-1.843,-7.247,5.196,18.698,,-11.945,12.97,-20.7,-35.115,26.467,,16.006,40.917,,703.899,618.961,,57.41,198.133,112.465,64.317,464.577,,0,8,0,정상,"YOUNGPOONG PAPER MFG CO.,LTD",영풍제지,6740,이영덕,Y,1.34711E+12,1258100424,경기도 평택시 진위면 서탄로 9,www.yp21.co.kr,,031-660-8200,031-8026-2502,172,19700718,12
12280,C,C,D,C,5.36,0.63,2.39,141413,0,0,49945172000,1899952000,710,36,710,36,70345313,52776444,,2.578,1.993,5.709,94.291,11.573,0.583,4.363,,14.429,,34.08,,27.335,0.583,32.156,210.986,106.264,,157.707,53.279,,,143.4,1.892,144.941,,310.986,93.555,46.111,44.659,53.889,19.824,116.867,36.787,,,2.619,190.288,-937.909,,1505.393,215.662,-4.864,-9.646,-9.027,-9.848,,7.698,-0.35,,6.839,-10.136,,-8.984,135.725,,725.357,683.943,,286.569,296.95,194.542,448.919,1060.288,,0,11,0,정상,"YEONGHWA METAL CO.,LTD",영화금속,12280,최동윤(단독 대표이사),Y,1.80111E+12,6098112296,경상남도 창원시 진해구  남의로 57 (남양동),www.yeonghwa.co.kr,,055-551-7500,055-551-7701,303,19770607,12
12160,C,C,C,C,,0.18,,970958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,youngheung co.ltd. ,영흥,,이동호,E,1.31411E+12,1348686396,경기도 안산시 단원구 선부동 1070-1 안산세이브시티 243호,,,031-481-9550,031-481-9551,68,20120222,12
15360,B,C,B,B+,17.21,0.39,20.02,105101,7,2,3030000000,490000000,23,5,30,7,101000000,70000000,2.567,2.381,,14.744,85.256,6.66,10.779,4.035,2.577,11.244,7.182,191.622,122.398,113.511,10.779,37.039,169.983,91.851,,106.115,63.868,,,172.515,1.311,1617.559,31.299,269.983,105.277,63.899,36.159,36.101,2.046,56.498,5.667,,,-2.698,43.861,3838.705,-650.389,-1478.833,,-8.942,-2.638,0.399,-12.021,-32.756,-3.182,-18.303,,-42.6,-20.374,,6.551,100.406,,3755.444,3201.757,,162.646,291.891,156.606,279.792,4768.353,55.676,0,9,0,정상,"Yesco Holdings Co., Ltd.",예스코홀딩스,15360,"구본혁, 이정철",Y,1.10111E+12,2188106851,서울특별시 용산구 한강대로 92 LS 용산타워,www.yescoholdings.com,,02-3390-3010,3390-3011,715,19810305,12
7310,B+,B+,A,B+,9.76,0.72,2.21,141529,13,44,67850000000,88150000000,1137,2106,1150,2150,59000000,41000000,,4.68,4.303,17.516,82.484,8.062,10.138,7.214,,12.71,,1271.979,,806.827,10.138,59.018,69.441,160.321,,43.851,25.59,,,99.139,1.516,,48.951,169.441,78.939,58.51,49.74,41.49,14.465,70.912,34.863,,,8.52,20.808,37.293,,-41.944,-50.99,-2.053,-2.001,-1.414,-11.669,,5.957,-2.125,,-20.285,-25.787,,31.051,97.776,,605.941,499.801,,167.155,197.221,226.143,172.251,,20.186,2,12,0,정상,OTTOGI CORPORATION,오뚜기,7310,"함영준, 황성만",Y,1.34111E+12,1388103238,경기도 안양시 동안구  흥안대로 405,www.ottogi.co.kr,,031-421-2122,02) 528 -1970,108,19710603,12
2630,D,D,D,D,4.63,0.7,,141626,0,0,4033739394,2248278670,114,102,114,102,35383679,22041948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,정상,ORIENTBIO Inc.,오리엔트바이오,2630,장재진,Y,1.10111E+12,2188101142,경기도 성남시 중원구 상대원동 143-1,www.orient.co.kr,www.orientbio.co.kr,031-730-6036,03-730-6793,212,19590416,3
271560,A,A,A,B+,8.89,1.19,1.41,440907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"ORION CO.,LTD",오리온,,위샤오,E,1.76011E+12,5138128459,경상북도 구미시 1공단로 217 (공단동),www.oriondisplay.net,,02-6678-8514,02-6678-8599,26,20021213,12
1800,A,A,A,A,8.93,0.41,4.94,117577,0,0,2520000000,1157000000,7,1,7,1,360000000,1157000000,,9.832,8.765,37.8,62.2,6.878,18.591,7.919,,9.603,,1294.47,,927.164,18.591,84.071,18.947,327.409,116.942,11.91,7.038,,,79.954,,,83.235,118.947,74.697,67.218,38.743,32.782,5.077,48.77,15.487,,,0.654,0.894,1.41,,-10.249,-12.837,0.708,-1.826,0.235,-16.243,,4.724,6.337,,10.33,-22.461,,-3.09,57.689,967.626,1187.885,738.863,,84.734,148.552,328.986,69.956,9430.238,,1,4,0,정상,ORION Holdings Corp.,오리온홀딩스,1800,허인철,Y,1.10111E+12,1068104036,서울특별시 용산구  백범로90다길 13 (주)오리온,www.oriongroup.co.kr,,02-710-6000,02-717-4781,649,19560725,12
10470,B,D,C,B+,,,,141671,6,12,12305000000,13561000000,109,179,115,191,107000000,71000000,,4.5,6.004,33.123,66.877,8.768,27.555,5.388,,10.849,,101.625,,82.127,27.555,49.643,101.439,147.485,,86.32,15.119,,,74.131,0.073,602.872,,201.439,64.395,36.801,26.236,63.199,,171.734,,,,14.975,3.359,-14.144,,-19.953,10.864,10.635,13.774,14.519,10.741,,10.528,8.885,,,11.064,,8.929,96.77,,,,,266.448,374.883,192.254,194.843,1825.097,31.859,2,13,0,정상,ORICOM Inc,오리콤,10470,"박병철, 정승우(각자 대표이사)",K,1.10111E+12,2118134531,서울특별시 강남구  언주로 726 두산빌딩,www.oricom.co.kr,,02-510-4077,25423966,71310,19750224,12
39200,D,D,C,D,,,,263654,0,0,3536000000,1960000000,62,40,62,40,57032258,49000000,,-575.443,-576.04,58.992,41.008,-26.314,215.488,-23.636,,-30.161,,-171.67,,-149.772,215.488,71.443,39.972,293.921,,36.793,3.18,,,31.831,98.755,,,139.972,30.85,22.741,13.5,77.259,1.283,339.734,1.66,,,-2.201,-3.883,14.026,,2.578,5.942,-7.762,-15.933,-5.441,72.765,,-22.249,-5.046,,34.206,87.618,,-9.83,3.584,,333.632,136.816,,15,26.889,16.565,4.573,26.027,,0,8,0,정상,OSCOTECInc.,오스코텍,39200,"김정근, 윤태영",K,1.61511E+12,3128132175,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",www.oscotec.com,,031-628-7613,031-628-7615,212,19981208,12
273060,C,D,D,B,,,,1073216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,wisebirds Inc.,와이즈버즈,,김종원,E,1.10112E+12,2118894969,"서울특별시 강남구 테헤란로 317 17층 (역삼동, 동훈타워)",,,02-538-8897,,71310,20130520,12
122870,C,B+,A,D,,,,613318,29,21,13464000000,13377000000,158,252,187,273,72000000,49000000,13.656,13.525,13.36,32.672,67.328,13.853,18.701,11.949,10.684,15.643,13.987,915.486,818.553,810.725,18.701,78.841,26.838,240.431,,24.249,1.662,,,67.44,,4657.078,,126.838,66.338,53.17,24.171,45.965,2.322,86.449,5.052,,,45.509,45.349,86.392,87.392,64.585,87.999,4.114,13.691,-0.484,-15.832,,11.186,9.69,,6.351,-1.329,,-58.704,78.236,,3404.488,2292.174,,153.476,316.508,331.284,102.424,5994.224,,3,4,0,정상,YG Entertainment Inc.,와이지엔터테인먼트,122870,양민석 (단독대표이사),K,1.10111E+12,1058191810,서울특별시 마포구 희우정로1길 7 -,www.ygfamily.com,,02-3142-1104,02-3142-0288,59201,19980224,12
11690,C,C,C,C,10.48,0.94,,144720,0,4,12050000000,2126000000,204,50,204,54,59068627,39370370,-0.252,-0.252,-0.661,12.506,87.494,-0.374,11.112,1.522,-0.275,2.069,-0.374,2.231,-0.404,-0.404,11.112,82.144,21.737,469.43,214.624,18.122,3.615,,,36.667,9.161,13.317,,121.737,35.388,30.12,9.967,69.88,34.16,232.007,48.883,,,13.624,28.479,7.044,-84.402,-84.402,-82.494,-1.963,-0.553,-51.346,-49.752,,23.586,-2.559,42.202,58.142,-54.055,,-5.283,109.232,320.31,395.715,346.228,,365.273,724.594,413.27,148.476,160.111,,0,14,0,정상,"Y2 Solution CO.,LTD",와이투솔루션,11690,강석환,Y,1.10111E+12,2208121836,경기도 화성시 팔탄면 시청로 971 212호,www.yuyang.co.kr,,031-8084-3986,031-8084-3975,2611,19761104,12
316140,A,A+,A+,A,4.52,0.34,6.82,375302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"WooriFinance Holdings Co.,Ltd.",우리금융지주,53000,이순우,E,1.10111E+12,1048160968,서울특별시 중구  소공로 51 우리은행본점 20층,www.woorifg.com,,02-2125-2000,"2125-2293,4",64992,20010327,12
33660,,,,B,,,,209443,37,68,34454000000,13936000000,285,140,322,208,107000000,67000000,,8.303,8.156,,,8.087,6.26,1.348,,10.657,,45.067,,34.2,6.26,13.052,666.193,,,,,,,,,280.927,,766.193,,,0.094,,,,,,,16.266,,-33.473,,-30.269,-33.833,-1.305,,-17.603,-2.211,-3.943,5.188,,,,,,,12.317,,,,,,,14.1,97.4,411.889,,1,16,0,정상,"WOORI FINANCIAL CAPITAL CO.,LTD",우리금융캐피탈,33660,정연기,E,1.60111E+12,3068118407,대전광역시 서구 대덕대로 239   (둔산동),www.woorifcapital.com,,02-2017-5400,02-6308-5036,64911,19940221,12
